Person in charge,Authors,Year,Title,DOI or PMID,Language,"Country (e.g., where RCT was performed)",Included/exclude,Reason for exclusion,Reason for exclusion,Reason for exclusion (description),Data collection,Analysis,Species,Species information,"Count, n","Count, n control group","Count, n died in control group","Count, n excluded in control group","Count, n treatment group","Count, n died in treatment group","Count, n excluded in treatment group",Comment on counts,"Sex (n, ratio, percentage)",Sex,"Sex (%, male)","Age [days, months, years]",Age (mean),Age (SD),Age (min),Age (max),Age (units),Age (comment),"Weight [g, kg , pounds]",Weight (mean),Weight (SD),Weight (min),Weight (max),Weight (unit),Weight (comment),"Injury characteristics (level, severity)",Injury level,Injury severity,Injury mechanism,Injury mechanism (details),Duration of SCI,Drug(s),Drug name harmonized,MP used as main drug?,Dose (absolute dose or mg/kg),"Time (minutes pre-injury, minutes post-injury)",Treatmetn in first 24h?,Duration of treatment,"Timing (e.g., BID, PID)",Route,Route (comment when multiple),"What was assessed? (e.g., neurological,  functional recovery, spasticity, walking function, electrophysiology)",Name/type of asessement,Name of assessment harmonised,Details on assessement,Timing of assessement,Assessment on day 28 (yes/no),Was observer blinded?,Drug effect on functional assessment,Drug effect on functional assessment (details),"What was assessed? (e.g., histological measures, cavitity measures, ect )",Name/type of asessement,Timing of assessement,Was observer blinded?,Drug effect on neuroanatomical assessment,Drug effect on neuroanatomical assessment (details),Drugs given to treat infections/pain ect.,Conclusion of study,Limitations,Remarks/Comments,Combination of drugs tested,Contradictions present in the results
Lucie,Pinzon et al.,2008,A re-assessment of minocycline as a neuroprotective agent in a rat spinal cord contusion model,10.1016/j.brainres.2008.09.047,English,,included,,,,,,rats,Sprague Dawley,45,15,,,30,,,2 subgroups for control and treatment: IP and IV ,male 100%,male,100,not reported (adults),,,,,,Adult,range: [250-300](g),,,250,300,g,,level: T9; severity: moderate,T9 - T10,moderate,contusion,"laminectomy + weight drop contusion (no disruption of the dura mater, 10g weight dropped from a height of 12.5mm, NYU weight drop device)",6 weeks,minocycline,minocycline,,90 mg/kg then 45 mg/kg twice,immediately after surgery,,3 doses,"immediately after surgery, 12h after and 24h after",multiple,group1: IP; group2: IV than IP*2,neurological/functional/behavioral assessment,BBB scale,,"2 examiners, open field locomotor test as well as BBB subscore","24h, 72h and then weekly after the procedure",,yes,no effect,no significant difference between either of the minocycline groups and the control group,histological assessemnt,"area of spared tissue, cavitation, abnormal cord tissue (areas containing an alteration in size and number of neurons and their normal distribution in the gray matter, small cell infiltration and cavitation)",6 weeks,not reported,no effect,spared tissue area or cavitation were not significantly different between treatment and control group,anesthesia: inhaled halothane was followed by injection of chloral hydrate (300 mg/kg IP); euthanasia: anesthetized and intracardially perfused with normal saline solution followed by 4% paraformaldehyde solution,"Administration of minocycline after SCI did not lead to significant behavioral or histopathological improvement. Although positive effects with minocycline have been reported in several animal models of injury with different drug administration schemes, the use of minocycline following contusive SCI requires further investigation before clinical trials are implemented",not reported,negative results reported (i.e. no effect),No,
Catherine,Steward et al,2008,A re-assessment of the effects of a Nogo-66 receptor antagonist on regenerative growth of axons and locomotor recovery after spinal cord injury in mice,10.1016/j.expneurol.2007.12.010,English,,excluded,Out of scope,No drug of interest,No drug of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie,Sharp et al,2013,A re-assessment of the effects of treatment with a non-steroidal anti-inflammatory (ibuprofen) on promoting axon regeneration via RhoA inhibition after spinal cord injury,10.1016/j.expneurol.2013.06.023,English,,included,,,,,,rats,Sprague Dawley,115,47,8,0,47,11,2,21 died during surgery (group allocation unknown),female 100%,female,0,9-10 weeks old (young adults),,,9,10,Weeks,Adult,not reported,,,,,,Not reported,level: T6-T7; severity: complete,T6 - T7,incomplete,transection,laminectomy + hemisection (dorseal over-hemisection produced by micro scissors at a depth of 1.5mm and then a no.11 blade attached to a stereotaxic arm was passed 4* through the lesion at a depth of 1.9mm),"5 days, 6 weeks",ibuprofen,ibuprofen,,60 mg/kg/day,immediately after hemisection,,28 days,continuous (osomotic-minipump),subcutaneous,,"neurological/functional/behavioral assessment, sensory testing, bladder function","BBB scale, grid walk test, footprint analysis, girdle test, Von Frey test, bladder function",,"blader function: amount of urine retained in the bladder in ml/day of retained urine; BBB: open field (a galvanized stock tank that was 105 cm in diameter with 30 cm high walls) for 4 min, 22-point scale, scale ranging from complete paralysis to normal locomotion, assesses hind limb joint movements, stepping, trunk position and stability, forelimb-hindlimb coordination, paw placement, toe clearance and tail position, 2 observers, one observer for each side; gridwalk test: videotaped on a metal grid walk 1.2 m long with 25 mm between grids. The number of instances that the hindpaws dropped below the plane of the grid was counted. To calculate the gridwalk failure %, the number of errors was divided by the total of steps multiplied by 100; footprint analysis: hindpaws were dipped in ink before ambulating down a 90 cm runway. Stride length on each side and stride width between two sides were calculated; girdle test: Allodynia was assessed by mechanically stimulating 13 points on the rat's trunk with a 5.46 mN von Frey hair. Rats do not normally vocalize to this stimulus, and vocalization is considered a sign of allodynia, rats were tested for 10 trials. The percent response was calculated as number of responses/total number of test sites multiplied by 100; Plantar Von Frey: Tactile sensitivity on the feet was assessed using different size von Frey filaments. Rats were placed in the testing chamber with wire mesh floors for 30 min prior to testing. The von Frey filament was brought into contact with the palms of each paw and then pressure was applied until the filament bent or the rat withdrew its paw, Mechanical threshold measurements for each paw were obtained at the end of the all procedures prior to perfusion.","bladder function: daily until 21 days post injury; BBB: prior to injury and once weekly for seven weeks post-injury; gridwalk test: Pre-injury testing occurred 5 and 6 days prior to injury in Experiment 1, 1 and 2 days prior to injury in Experiment 2, and 11 and 12 days prior to injury in Experiment 3. Post-injury testing occurred prior BDA tract tracing (29–30 days post-injury in Experiments 1 and 2 and 27 days post injury in experiment 3). A final test was run before perfusion (43 days post-injury in Experiments 1 & 2 and 37–41 days post-injury in Experiment 3); footprint analysis: Pre-injury testing occurred 1 and 2 days prior to injury in Experiment 1, 4 and 5 days prior to injury in Experiment 2, and 5 and 6 days prior to injury in Experiment 3. Post-injury testing occurred prior BDA tract tracing (26-27 days post-injury in Experiments 1 and 2 and 29 days post injury in experiment 3). A final test was run prior to perfusion 40–41 days post-injury in Experiments 1 & 2 and 38–42 days post-injury in Experiment 3); gridle test: at the end of the testing period prior to perfusion; Plantar Von Frey: at the end of the all procedures prior to perfusion",,yes,no effect,"BBB and subscores: no significant difference between treatment and control group; grid walk task: no significant difference between treatment and control group; footprint analysis: for experiment 1=rats treated with ibuprofen had a narrower base support during ambulation signifying increased hindlimb motor control, but there was no significant difference in the stride length, no difference in either for experiment 2 and 3 or combined; von frey filament testing: no significant differences in withdrawal thresholds between ibuprofen and saline-treated groups in any of the individual experiments; gridle test: no significant differences between treatment groups in any of the individual experiments; bladder function:  no differences between treatment groups in the amount of retained urine in any experiment or in the combined data",histological assessment,quantification of axons,6 weeks,yes,no effect,There were no obvious qualitative differences in CST axon distribution in rats treated with ibuprofen; no significant differences between treatment groups in total CST axons/section or separately counting axons in ventral vs. dorsal halves of the spinal cord cross-sections ,"anesthesia: ketamine 75 mg/kg and xylazine 10 mg/kg; postop: lactated ringers (5 ml/100 g, subcutaneously) for hydration for 3–7 days and Baytril (Enroflaxacin 2.5 ml/kg, subcutaneously) for 3–7 days for prophylaxis against urinary tract infections (UTI's). The analgesic Buprenex (Buprenorphine, 0.01 mg/kg) was given for 3–7 days for pain management. Staples were removed at 14 days post injury; euthanasia: euthasol and transcardially perfused with cold 1× PBS for 10 min or 4% paraformaldehyde.","Taken together, our results only partially replicate the findings that treatment with ibuprofen improves motor function after SCI but fail to replicate findings regarding enhanced axon growth",not reported,replication study where they are actually not able to replicate the positive effects,No,
Catherine,Popovic et al,2012,A reassessment of a classic neuroprotective combination therapy for spinal cord injured rats: LPS/pregnenolone/indomethacin,10.1016/j.expneurol.2011.11.045,English,,excluded,Out of scope,No drug of interest,"Drug combination, but single drug effect not assessed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine,Marcillo et al,2012,A reassessment of P2X7 receptor inhibition as a neuroprotective strategy in rat models of contusion injury,10.1016/j.expneurol.2011.06.008,English,,excluded,Out of scope,No drug of interest,No drug of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine,Faden et al,1981,A role for endorphins in the pathophysiology of spinal cord injury.,PMID:  7211553,English,,excluded,Out of scope,No assessments of interest,No outcome of interest (hypothesion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine,Yang et al,1997,A sampling artifact in the microdialysis study of changes in extracellular [Mg2+] upon spinal cord injury,10.1006/abio.1996.9972,English,,excluded,Out of scope,No drug of interest,No drug of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine,Sharma et al,2007,A select combination of neurotrophins enhances neuroprotection and functional recovery following spinal cord injury.,10.1196/annals.1403.007,English,,excluded,Out of scope,No drug of interest,No drug of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine,Zhao et al,2020,A Selective P2Y Purinergic Receptor Agonist 2-MesADP Enhances Locomotor Recovery after Acute Spinal Cord Injury,10.1159/000507854,English,,excluded,Out of scope,No drug of interest,No drug of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine,Liu et al,2017,A Sensitized IGF1 Treatment Restores Corticospinal Axon-Dependent Functions,10.1016/j.neuron.2017.07.037,English,,excluded,Out of scope,No drug of interest,No drug of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie,Liu et al,2015,A single bolus of docosahexaenoic acid promotes neuroplastic changes in the innervation of spinal cord interneurons and motor neurons and improves functional recovery after spinal cord injury,10.1523/JNEUROSCI.0605-15.2015,English,,included,,,,,,rats,Sprague Dawley,15 - 18,05.Jun,,,10.Dec,,,"4 groups: 1 sham, 1 control, 1 early treatment, 1 delayed treatment each group has 5 to 6 individuals (no additional details)",female 100%,female,0,not reported (adults),,,,,,Adult,range: [250-300](g),,,250,300,g,,level: C4-C5; severity: hemisection,C4 - C5,incomplete,transection,hemi-laminectomy + hemisection (cut made with microbalde),"1 day, 2 weeks, 21 days, 9 weeks","Omega-3 (Docosahexaenoic acid, DHA)",omega 3,,250 nmol/kg in a volume of 5 ml/kg,30 min after hemisection (early) or 3 weeks after injury (delayed),,single dose,-,intravenously,,neurological/functional/behavioral assessment,"BBB scale, staircase test, grid walk test",,"open field locomotion: ~ 1m, observed for 4 min; staircase test: placed into Montoya staircase apparatus with each side of the stairs containing a food pellet per step, left undisturbed for 20 min to perform the task, number of foos pellets displaced or eaten from each side of the stairs were recorded; grid exploration test: misplacement recorded when the limb protrudes entirely through the grid and extends below the wire surface","open field: daily for 2 weeks after surgery, then every other day until the end of the study; staircase test: trained daily for 14 days before surgery, then tested daily for 1 week and thereafter every other day after injury; grid exploration test: baseline performance 3 times before surgery, postsurgery tests performed weekly until the end of the study",,yes,mixed effects (assessment) + mixed effects (timing),"open field: forelimd and hindlimb score no significantly different in treatment compared to control group; grid exploration test: number of misplacement significantly lower in the treatment group compared to control group, both for fore- and hindlimb; staircase test: number of food pellet displacement and food pellet eaten significantly higher in the treatment group compared to the control group; no more differences in grid exploration number of misplacement or staircase food pellet displacement or pellet eaten when treatment is delayed",histological assessment,"anterograde tracing to evaluate the effect of treatment on axonal sprouting, max neurite length","1 day, 1 week, 3 weeks",yes,mixed effects (assessment),"Serotonin fibers in the rostral part of the lesion site were significantly increased in both treatment groups, but only the DHA-treated group (red circles), not the vehicle group (blue squares), had significantly increased serotonin in the caudal region compared with the sham operated animals (green triangles). J, Serotonin fibers in the rostral part of the lesion site were significantly increased at 1 week (red square) and 3 weeks (blue circle) compared with the sham operated group after lateral cervical hemisection. However, in the caudal region, 1 and 3 weeks after injury were similar to the sham operated group.","anesthesia: isoflurane; ""pain relief was provided appropriately during postoperative care""; euthanasia: deeply anesthetized with sodium phenobarbital (80 mg/kg i.p.) and perfused with 0.9% saline followed by 4% paraformaldehyde (PFA) in 0.1 M phosphate buffer",We conclude that acute docosahexaenoic acid (DHA) can induce anatomical and synaptic plasticity. This provides direct evidence that DHA could exert its beneficial effects in spinal cord injury via neuroplasticity enhancement.,not reported,,No,
Catherine,Liu et al,2015,A Single Bolus of Docosahexaenoic Acid Promotes Neuroplastic Changes in the Innervation of Spinal Cord Interneurons and Motor Neurons and Improves Functional Recovery after Spinal Cord Injury.,10.1523/JNEUROSCI.0605-15.2015,English,,excluded,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine,Bimbova et al,2018,"A Single Dose of Atorvastatin Applied Acutely after Spinal Cord Injury Suppresses Inflammation, Apoptosis, and Promotes Axon Outgrowth, Which Might Be Essential for Favorable Functional Outcome",10.3390/ijms19041106,English,,included,,,,,,rats,Wistar,48,21,,,21,,,based on total count (n=48) and individual group counts reported one animals must have died but not clearly reported in which group this occurred,female 100%,female,0,not reported (adults),,,,,,Adult,range: [250-300](g),,,250,300,g,,level: Th9; severity: not reported,T9,Not reported,compression,"laminectomy, compression (weight of 40 g/15 min)","24h, 6 weeks",Atorvastatin,atorvastatin,,5 mg/kg,immediately after SCI,,1 dose,-,intraperitoneally,,behavioral assessment,BBB scale,,open field for a period of 5 min,"1 day after the SCI, every other day for the first two weeks, and then once a week until six weeks post-injury",,not reported,positive effect,"Up until day 24, the development of the neurological score did not differ between the SCI and ATR-treated groups. However, the outcome was significantly different from day 30 to 42. At the end of survival, the mean score for motor outcome reached 11.06 ± 0.91 in the ATR-treated group.",immunohistochemistry,"immunochemistry, cell counting","immediatly after injury, 4 and 24hrs after injury",not reported,positive effect,"Avorstatin significantly reduced the early inflammatory response and sharply decreased the expression of caspase-3 in neurons, astrocytes, and oligodendrocytes 24 h post-SCI. ","Anesthesia: Isoflurane (2-4%)
Antibiotic drug Amoksiklav (Sandoz Pharmaceuticals, Ljubljana, Slovenia; 30 mg/kg, i.m.) and the analgesic drug Novasul (Richterpharma, Wels, Austria; 2 mL/kg, i.m.) for three days","Atorvastatin (5 mg/kg, i.p.) injected in a single dose immediately after spinal cord trauma, significantly reduced the early inflammatory response and sharply decreased the expression of caspase-3 in neurons, astrocytes, and oligodendrocytes 24 h post-SCI. Acute ATR treatment effectively prevented the excessive infiltration of destructive M1 macrophages around the lesion site, while the infiltration of beneficial M2 macrophages was less affected. This statin significantly improved the regeneration capacity of the injured tissue at six weeks, leading to the promotion of axonal outgrowth and increasing neurofilament expression. We can conclude that the early modulation of the inflammatory response via effects on the M1/M2 macrophages and the inhibition of caspase-3 expression strongly promote tissue regeneration in later periods.",Not reported,,No,
Catherine,Liu et al,2017,A Single Dose of Docosahexaenoic Acid Increases the Functional Recovery Promoted by Rehabilitation after Cervical Spinal Cord Injury in the Rat,10.1089/neu.2016.4556,English,,included,,,,,,rats,Sprague Dawley,34 - 38,08.Oct,,,08.Oct,,,,female 100%,female,0,not reported (adults),,,,,,Adult,range: [250-300](g),,,250,300,g,,level: C4-C5; severity: hemisection,C4 - C5,incomplete,transection,hemi-laminectomy + hemisection (cut made with microblade),"2 weeks, 21 days","Omega-3 (Docosahexaenoic acid, DHA)",omega 3,,250 nmol/kg in a volume of 5 ml/kg,30 min post-injury,,1 dose,-,intravenously,,neurological/functional/behavioral assessment,"BBB scale, staircase test, grid walk test",,"open field locomotion: ~ 1m, observed for 4 min; staircase test: placed into Montoya staircase apparatus with each side of the stairs containing a food pellet per step, left undisturbed for 20 min to perform the task, number of foos pellets displaced or eaten from each side of the stairs were recorded; grid exploration test: misplacement recorded when the limb protrudes entirely through the grid and extends below the wire surface",start: 2 days after injury for 3 weeks,,yes,no effect,"DHA was only effective in combination with extensive rehabilitation, but did not show an effect when administered alone",histological assessment,"anterograde tracing to evaluate the effect of treatment on axonal sprouting, max neurite length","1 day, 1 week, 3 weeks",yes,no effect,"DHA was only effective in combination with extensive rehabilitation, but did not show an effect when administered alone","Subcutaneous injection of analgesic (buprenorphine, 0.01 mg/kg) and saline twice
daily for 3 days following surgery","the effect of rehabilition can be enhanced administering DHA in acute stage of SCI. rehabilitation can interact with DHA treatment in terms of axonal sprouting and
synaptic upregulation",Short term rehabilitation regime in the early acute phase following,,No,
